"date","year","month","day","5410002"
1985-04-01,1985,4,1,NA
1985-05-01,1985,5,1,NA
1985-06-01,1985,6,1,NA
1985-07-01,1985,7,1,NA
1985-08-01,1985,8,1,NA
1985-09-01,1985,9,1,NA
1985-10-01,1985,10,1,NA
1985-11-01,1985,11,1,NA
1985-12-01,1985,12,1,NA
1986-01-01,1986,1,1,NA
1986-02-01,1986,2,1,NA
1986-03-01,1986,3,1,NA
1986-04-01,1986,4,1,NA
1986-05-01,1986,5,1,NA
1986-06-01,1986,6,1,NA
1986-07-01,1986,7,1,NA
1986-08-01,1986,8,1,NA
1986-09-01,1986,9,1,NA
1986-10-01,1986,10,1,NA
1986-11-01,1986,11,1,NA
1986-12-01,1986,12,1,NA
1987-01-01,1987,1,1,NA
1987-02-01,1987,2,1,NA
1987-03-01,1987,3,1,NA
1987-04-01,1987,4,1,NA
1987-05-01,1987,5,1,NA
1987-06-01,1987,6,1,NA
1987-07-01,1987,7,1,NA
1987-08-01,1987,8,1,NA
1987-09-01,1987,9,1,NA
1987-10-01,1987,10,1,NA
1987-11-01,1987,11,1,NA
1987-12-01,1987,12,1,NA
1988-01-01,1988,1,1,NA
1988-02-01,1988,2,1,NA
1988-03-01,1988,3,1,NA
1988-04-01,1988,4,1,NA
1988-05-01,1988,5,1,NA
1988-06-01,1988,6,1,NA
1988-07-01,1988,7,1,NA
1988-08-01,1988,8,1,NA
1988-09-01,1988,9,1,NA
1988-10-01,1988,10,1,NA
1988-11-01,1988,11,1,NA
1988-12-01,1988,12,1,NA
1989-01-01,1989,1,1,NA
1989-02-01,1989,2,1,NA
1989-03-01,1989,3,1,NA
1989-04-01,1989,4,1,NA
1989-05-01,1989,5,1,NA
1989-06-01,1989,6,1,NA
1989-07-01,1989,7,1,NA
1989-08-01,1989,8,1,NA
1989-09-01,1989,9,1,NA
1989-10-01,1989,10,1,NA
1989-11-01,1989,11,1,NA
1989-12-01,1989,12,1,NA
1990-01-01,1990,1,1,NA
1990-02-01,1990,2,1,NA
1990-03-01,1990,3,1,NA
1990-04-01,1990,4,1,NA
1990-05-01,1990,5,1,NA
1990-06-01,1990,6,1,NA
1990-07-01,1990,7,1,NA
1990-08-01,1990,8,1,NA
1990-09-01,1990,9,1,NA
1990-10-01,1990,10,1,NA
1990-11-01,1990,11,1,NA
1990-12-01,1990,12,1,NA
1991-01-01,1991,1,1,NA
1991-02-01,1991,2,1,NA
1991-03-01,1991,3,1,NA
1991-04-01,1991,4,1,NA
1991-05-01,1991,5,1,NA
1991-06-01,1991,6,1,NA
1991-07-01,1991,7,1,NA
1991-08-01,1991,8,1,NA
1991-09-01,1991,9,1,NA
1991-10-01,1991,10,1,NA
1991-11-01,1991,11,1,NA
1991-12-01,1991,12,1,NA
1992-01-01,1992,1,1,NA
1992-02-01,1992,2,1,NA
1992-03-01,1992,3,1,NA
1992-04-01,1992,4,1,NA
1992-05-01,1992,5,1,NA
1992-06-01,1992,6,1,NA
1992-07-01,1992,7,1,NA
1992-08-01,1992,8,1,NA
1992-09-01,1992,9,1,NA
1992-10-01,1992,10,1,NA
1992-11-01,1992,11,1,NA
1992-12-01,1992,12,1,NA
1993-01-01,1993,1,1,NA
1993-02-01,1993,2,1,NA
1993-03-01,1993,3,1,NA
1993-04-01,1993,4,1,NA
1993-05-01,1993,5,1,NA
1993-06-01,1993,6,1,NA
1993-07-01,1993,7,1,NA
1993-08-01,1993,8,1,NA
1993-09-01,1993,9,1,NA
1993-10-01,1993,10,1,NA
1993-11-01,1993,11,1,NA
1993-12-01,1993,12,1,NA
1994-01-01,1994,1,1,NA
1994-02-01,1994,2,1,NA
1994-03-01,1994,3,1,NA
1994-04-01,1994,4,1,NA
1994-05-01,1994,5,1,NA
1994-06-01,1994,6,1,NA
1994-07-01,1994,7,1,NA
1994-08-01,1994,8,1,NA
1994-09-01,1994,9,1,NA
1994-10-01,1994,10,1,NA
1994-11-01,1994,11,1,NA
1994-12-01,1994,12,1,NA
1995-01-01,1995,1,1,NA
1995-02-01,1995,2,1,NA
1995-03-01,1995,3,1,NA
1995-04-01,1995,4,1,NA
1995-05-01,1995,5,1,NA
1995-06-01,1995,6,1,NA
1995-07-01,1995,7,1,NA
1995-08-01,1995,8,1,NA
1995-09-01,1995,9,1,NA
1995-10-01,1995,10,1,NA
1995-11-01,1995,11,1,NA
1995-12-01,1995,12,1,NA
1996-01-01,1996,1,1,NA
1996-02-01,1996,2,1,NA
1996-03-01,1996,3,1,NA
1996-04-01,1996,4,1,NA
1996-05-01,1996,5,1,NA
1996-06-01,1996,6,1,NA
1996-07-01,1996,7,1,NA
1996-08-01,1996,8,1,NA
1996-09-01,1996,9,1,NA
1996-10-01,1996,10,1,NA
1996-11-01,1996,11,1,NA
1996-12-01,1996,12,1,NA
1997-01-01,1997,1,1,NA
1997-02-01,1997,2,1,NA
1997-03-01,1997,3,1,NA
1997-04-01,1997,4,1,NA
1997-05-01,1997,5,1,NA
1997-06-01,1997,6,1,NA
1997-07-01,1997,7,1,NA
1997-08-01,1997,8,1,NA
1997-09-01,1997,9,1,NA
1997-10-01,1997,10,1,NA
1997-11-01,1997,11,1,NA
1997-12-01,1997,12,1,NA
1998-01-01,1998,1,1,3.884
1998-02-01,1998,2,1,37.405
1998-03-01,1998,3,1,9.402
1998-04-01,1998,4,1,43.578
1998-05-01,1998,5,1,19.235
1998-06-01,1998,6,1,25.071
1998-07-01,1998,7,1,7.074
1998-08-01,1998,8,1,7.878
1998-09-01,1998,9,1,25.017
1998-10-01,1998,10,1,1.391
1998-11-01,1998,11,1,7.614
1998-12-01,1998,12,1,3.514
1999-01-01,1999,1,1,11.096
1999-02-01,1999,2,1,10.099
1999-03-01,1999,3,1,22.711
1999-04-01,1999,4,1,26.776
1999-05-01,1999,5,1,16.944
1999-06-01,1999,6,1,40.408
1999-07-01,1999,7,1,33.158
1999-08-01,1999,8,1,39.343
1999-09-01,1999,9,1,84.453
1999-10-01,1999,10,1,30.237
1999-11-01,1999,11,1,18.806
1999-12-01,1999,12,1,11.555
2000-01-01,2000,1,1,9.349
2000-02-01,2000,2,1,7.622
2000-03-01,2000,3,1,8.357
2000-04-01,2000,4,1,74.245
2000-05-01,2000,5,1,49.333
2000-06-01,2000,6,1,209.282
2000-07-01,2000,7,1,58.247
2000-08-01,2000,8,1,22.159
2000-09-01,2000,9,1,125.605
2000-10-01,2000,10,1,27.741
2000-11-01,2000,11,1,28.25
2000-12-01,2000,12,1,4.749
2001-01-01,2001,1,1,2.592
2001-02-01,2001,2,1,4.054
2001-03-01,2001,3,1,25.034
2001-04-01,2001,4,1,30.219
2001-05-01,2001,5,1,96.499
2001-06-01,2001,6,1,23.443
2001-07-01,2001,7,1,230.943
2001-08-01,2001,8,1,64.378
2001-09-01,2001,9,1,40.559
2001-10-01,2001,10,1,36.001
2001-11-01,2001,11,1,16.484
2001-12-01,2001,12,1,6.481
2002-01-01,2002,1,1,8.32
2002-02-01,2002,2,1,7.467
2002-03-01,2002,3,1,8.02
2002-04-01,2002,4,1,45.568
2002-05-01,2002,5,1,152.251
2002-06-01,2002,6,1,227.372
2002-07-01,2002,7,1,122.927
2002-08-01,2002,8,1,97.771
2002-09-01,2002,9,1,52.892
2002-10-01,2002,10,1,13.055
2002-11-01,2002,11,1,4.831
2002-12-01,2002,12,1,13.262
2003-01-01,2003,1,1,8.526
2003-02-01,2003,2,1,1.189
2003-03-01,2003,3,1,3.529
2003-04-01,2003,4,1,3.479
2003-05-01,2003,5,1,167.469
2003-06-01,2003,6,1,86.906
2003-07-01,2003,7,1,127.536
2003-08-01,2003,8,1,40.242
2003-09-01,2003,9,1,30.421
2003-10-01,2003,10,1,5.876
2003-11-01,2003,11,1,20.832
2003-12-01,2003,12,1,0.529
2004-01-01,2004,1,1,6.557
2004-02-01,2004,2,1,13.655
2004-03-01,2004,3,1,16.004
2004-04-01,2004,4,1,48.072
2004-05-01,2004,5,1,57.068
2004-06-01,2004,6,1,89.987
2004-07-01,2004,7,1,118.754
2004-08-01,2004,8,1,63.886
2004-09-01,2004,9,1,37.174
2004-10-01,2004,10,1,34.936
2004-11-01,2004,11,1,56.731
2004-12-01,2004,12,1,1.756
2005-01-01,2005,1,1,6.136
2005-02-01,2005,2,1,6.181
2005-03-01,2005,3,1,26.754
2005-04-01,2005,4,1,20.886
2005-05-01,2005,5,1,85.312
2005-06-01,2005,6,1,155.822
2005-07-01,2005,7,1,81.036
2005-08-01,2005,8,1,117.156
2005-09-01,2005,9,1,104.852
2005-10-01,2005,10,1,35.228
2005-11-01,2005,11,1,9.086
2005-12-01,2005,12,1,6.659
2006-01-01,2006,1,1,1.325
2006-02-01,2006,2,1,5.496
2006-03-01,2006,3,1,2.081
2006-04-01,2006,4,1,2.222
2006-05-01,2006,5,1,42.273
2006-06-01,2006,6,1,93.466
2006-07-01,2006,7,1,189.674
2006-08-01,2006,8,1,164.548
2006-09-01,2006,9,1,33.635
2006-10-01,2006,10,1,56.505
2006-11-01,2006,11,1,33.851
2006-12-01,2006,12,1,1.82
2007-01-01,2007,1,1,9.305
2007-02-01,2007,2,1,8.262
2007-03-01,2007,3,1,12.843
2007-04-01,2007,4,1,5.056
2007-05-01,2007,5,1,106.645
2007-06-01,2007,6,1,147.743
2007-07-01,2007,7,1,57.807
2007-08-01,2007,8,1,111.919
2007-09-01,2007,9,1,28.1
2007-10-01,2007,10,1,4.251
2007-11-01,2007,11,1,4.75
2007-12-01,2007,12,1,1.139
2008-01-01,2008,1,1,13.842
2008-02-01,2008,2,1,7.473
2008-03-01,2008,3,1,14.805
2008-04-01,2008,4,1,13.113
2008-05-01,2008,5,1,167.893
2008-06-01,2008,6,1,74.868
2008-07-01,2008,7,1,90.938
2008-08-01,2008,8,1,159.895
2008-09-01,2008,9,1,106.928
2008-10-01,2008,10,1,14.058
2008-11-01,2008,11,1,5.581
2008-12-01,2008,12,1,6.734
2009-01-01,2009,1,1,3.434
2009-02-01,2009,2,1,0.817
2009-03-01,2009,3,1,0.795
2009-04-01,2009,4,1,1.291
2009-05-01,2009,5,1,16.039
2009-06-01,2009,6,1,124.307
2009-07-01,2009,7,1,87.24
2009-08-01,2009,8,1,164.143
2009-09-01,2009,9,1,61.87
2009-10-01,2009,10,1,14.542
2009-11-01,2009,11,1,4.218
2009-12-01,2009,12,1,4.483
2010-01-01,2010,1,1,1.027
2010-02-01,2010,2,1,1.795
2010-03-01,2010,3,1,0.57
2010-04-01,2010,4,1,1.395
2010-05-01,2010,5,1,115.454
2010-06-01,2010,6,1,170.591
2010-07-01,2010,7,1,134.644
2010-08-01,2010,8,1,46.33
2010-09-01,2010,9,1,29.766
2010-10-01,2010,10,1,6.055
2010-11-01,2010,11,1,21.324
2010-12-01,2010,12,1,5.155
2011-01-01,2011,1,1,6.52
2011-02-01,2011,2,1,27.697
2011-03-01,2011,3,1,2.234
2011-04-01,2011,4,1,14.616
2011-05-01,2011,5,1,5.048
2011-06-01,2011,6,1,138.34
2011-07-01,2011,7,1,150.311
2011-08-01,2011,8,1,99.091
2011-09-01,2011,9,1,42.049
2011-10-01,2011,10,1,15.285
2011-11-01,2011,11,1,16.154
2011-12-01,2011,12,1,0.645
2012-01-01,2012,1,1,2.883
2012-02-01,2012,2,1,1.367
2012-03-01,2012,3,1,0.342
2012-04-01,2012,4,1,12.244
2012-05-01,2012,5,1,60.605
2012-06-01,2012,6,1,137.668
2012-07-01,2012,7,1,41.458
2012-08-01,2012,8,1,69.965
2012-09-01,2012,9,1,32.425
2012-10-01,2012,10,1,39.865
2012-11-01,2012,11,1,6.026
2012-12-01,2012,12,1,31.47
2013-01-01,2013,1,1,5.501
2013-02-01,2013,2,1,1.192
2013-03-01,2013,3,1,0.505
2013-04-01,2013,4,1,3.392
2013-05-01,2013,5,1,149.937
2013-06-01,2013,6,1,55.882
2013-07-01,2013,7,1,41.315
2013-08-01,2013,8,1,64.59
2013-09-01,2013,9,1,9.527
2013-10-01,2013,10,1,3.514
2013-11-01,2013,11,1,4.677
2013-12-01,2013,12,1,3.88
2014-01-01,2014,1,1,1.541
2014-02-01,2014,2,1,31.162
2014-03-01,2014,3,1,7.133
2014-04-01,2014,4,1,7.01
2014-05-01,2014,5,1,29.196
2014-06-01,2014,6,1,86.91
2014-07-01,2014,7,1,39.63
2014-08-01,2014,8,1,56.761
2014-09-01,2014,9,1,50.309
2014-10-01,2014,10,1,25.306
2014-11-01,2014,11,1,6.775
2014-12-01,2014,12,1,4.877
2015-01-01,2015,1,1,0.618
2015-02-01,2015,2,1,8.044
2015-03-01,2015,3,1,13.417
2015-04-01,2015,4,1,5.71
2015-05-01,2015,5,1,10.309
2015-06-01,2015,6,1,10.906
2015-07-01,2015,7,1,64.265
2015-08-01,2015,8,1,122.638
2015-09-01,2015,9,1,50.153
2015-10-01,2015,10,1,79.748
2015-11-01,2015,11,1,28.345
2015-12-01,2015,12,1,10.731
2016-01-01,2016,1,1,19.418
2016-02-01,2016,2,1,6.422
2016-03-01,2016,3,1,4.177
2016-04-01,2016,4,1,93.038
2016-05-01,2016,5,1,74.45
2016-06-01,2016,6,1,31.49
2016-07-01,2016,7,1,84.972
2016-08-01,2016,8,1,13.217
2016-09-01,2016,9,1,5.664
2016-10-01,2016,10,1,22.777
2016-11-01,2016,11,1,17
2016-12-01,2016,12,1,22.793
2017-01-01,2017,1,1,1.58
2017-02-01,2017,2,1,8.635
2017-03-01,2017,3,1,1.78
2017-04-01,2017,4,1,35.747
2017-05-01,2017,5,1,75.196
2017-06-01,2017,6,1,107.469
2017-07-01,2017,7,1,36.029
2017-08-01,2017,8,1,61.419
2017-09-01,2017,9,1,29.979
2017-10-01,2017,10,1,38.294
2017-11-01,2017,11,1,11.582
2017-12-01,2017,12,1,4.793
2018-01-01,2018,1,1,6.187
2018-02-01,2018,2,1,3.553
2018-03-01,2018,3,1,2.146
2018-04-01,2018,4,1,2.833
2018-05-01,2018,5,1,59.649
2018-06-01,2018,6,1,52.192
2018-07-01,2018,7,1,40.638
2018-08-01,2018,8,1,12.175
2018-09-01,2018,9,1,26.356
2018-10-01,2018,10,1,14.57
2018-11-01,2018,11,1,40.026
2018-12-01,2018,12,1,6.465
2019-01-01,2019,1,1,NA
2019-02-01,2019,2,1,NA
2019-03-01,2019,3,1,NA
2019-04-01,2019,4,1,NA
2019-05-01,2019,5,1,NA
2019-06-01,2019,6,1,NA
2019-07-01,2019,7,1,NA
2019-08-01,2019,8,1,NA
2019-09-01,2019,9,1,NA
2019-10-01,2019,10,1,NA
2019-11-01,2019,11,1,NA
2019-12-01,2019,12,1,NA
